id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,active_online,weight,weight_unit,length,width,height,dimensions_unit,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Soberish_Kirkwood,inventory_Soberish_Kirkwood,reorder_point_Soberish_Kirkwood,restock_level_Soberish_Kirkwood,outlet_tax_Soberish_Serenbe,inventory_Soberish_Serenbe,reorder_point_Soberish_Serenbe,restock_level_Soberish_Serenbe
4f00d41a-3ca7-4325-8361-a759fd2abbad,casamara-club-como-4-pack,860028002277,,,,Casamara Club Como,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Como offers a vibrant and invigorating taste experience, featuring notes of bitter orange, fragrant botanicals, and aromatic herbs, culminating in a refreshing and sophisticated beverage.<br /><br /><strong>How it Tastes:</strong><br />Casamara Club's Como delivers a refreshing taste with vibrant notes of bitter orange complemented by fragrant botanicals and aromatic herbs, offering a sophisticated and invigorating beverage experience.<br /><br /><strong>Ingredients:</strong><br />Lemon juice, orange blossom honey, sparkling water, and extracts of cardamom, clove bud, grapefruit, juniper berry, chamomile, peppermint, and licorice root combined with Mediterranean sea salt.</p>",Ready To Drink,Unit,4 pack,,,,,,1,,,,,,,8.92,18.00,,0.980,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,5,5,0,Default Tax,0,,
54f2bdcb-c1a3-411b-86e4-cb7e9dec58ba,casamara-club-como-4-pack,860028002215,,,,Casamara Club Como,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Como offers a vibrant and invigorating taste experience, featuring notes of bitter orange, fragrant botanicals, and aromatic herbs, culminating in a refreshing and sophisticated beverage.<br /><br /><strong>How it Tastes:</strong><br />Casamara Club's Como delivers a refreshing taste with vibrant notes of bitter orange complemented by fragrant botanicals and aromatic herbs, offering a sophisticated and invigorating beverage experience.<br /><br /><strong>Ingredients:</strong><br />Lemon juice, orange blossom honey, sparkling water, and extracts of cardamom, clove bud, grapefruit, juniper berry, chamomile, peppermint, and licorice root combined with Mediterranean sea salt.</p>",Ready To Drink,Unit,Single,,,,,,1,,,,,,,2.5,6.00,,0.327,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,4,,,Default Tax,0,,
e19e06d4-fe69-4593-a98c-c12f89a23b72,casamara-club-onda,860028002222,,,,Casamara Club Onda,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Onda offers a sophisticated and refreshing taste experience, featuring a blend of citrus, botanicals, and herbs, culminating in a vibrant and invigorating beverage.<br /><br /><strong>How it Tastes:</strong><br />We detect notes of leafy green sage, typical of Sicilian amaro, together with citrus from the coast.<br /><br /><strong>Ingredients:</strong><br />With Mediterranean Sea Salt, sparkling water, lemon juice, demerara cane sugar, and extracts of lemon, sage leaf, rhubarb root, Italian chili, juniper berry, and anise are combined.</p>",Ready To Drink,Size,Single,,,,,,1,,,,,,,2.23,6.00,,0.327,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,2,5,0,Default Tax,0,,
40ce2745-1f13-4edb-8f8a-b89608d3597b,casamara-club-onda,860028002260,,,,Casamara Club Onda,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Onda offers a sophisticated and refreshing taste experience, featuring a blend of citrus, botanicals, and herbs, culminating in a vibrant and invigorating beverage.<br /><br /><strong>How it Tastes:</strong><br />We detect notes of leafy green sage, typical of Sicilian amaro, together with citrus from the coast.<br /><br /><strong>Ingredients:</strong><br />With Mediterranean Sea Salt, sparkling water, lemon juice, demerara cane sugar, and extracts of lemon, sage leaf, rhubarb root, Italian chili, juniper berry, and anise are combined.</p>",Ready To Drink,Size,4 pack,,,,,,1,,,,,,,8.92,18.00,,0.980,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,7,,,Default Tax,0,,
67bf9e0a-309e-428f-a89e-42817e12083f,casamara-club-sera-4-pack,860028002284,,,,Casamara Club Sera,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Sera offers a complex and refreshing taste experience, featuring notes of bitter orange, bright lemon, and aromatic herbs, culminating in a sophisticated and invigorating beverage.<br /><br /><strong>How it Tastes:</strong><br />Reminiscent of an apero spritz, we detect notes of subtle spice and acidic, juicy grapefruit.<br /><br /><strong>Ingredients:</strong><br />Sparkling Water, Lemon Juice, Orange Blossom Honey, and Mediterranean Sea Salt with Extracts of Grapefruit, Cinnamon, Rhubarb Root, Italian Chinotto, Allspice Berry, and Anise.</p>",Ready To Drink,Unit,4pk,,,,,,1,,,,,,,8.92,18.00,,0.980,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,2,5,0,Default Tax,0,,
7853d994-0904-47cc-8b87-8398121258f0,casamara-club-sera-4-pack,860028002239,,,,Casamara Club Sera,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Casamara Club's Sera offers a complex and refreshing taste experience, featuring notes of bitter orange, bright lemon, and aromatic herbs, culminating in a sophisticated and invigorating beverage.<br /><br /><strong>How it Tastes:</strong><br />Reminiscent of an apero spritz, we detect notes of subtle spice and acidic, juicy grapefruit.<br /><br /><strong>Ingredients:</strong><br />Sparkling Water, Lemon Juice, Orange Blossom Honey, and Mediterranean Sea Salt with Extracts of Grapefruit, Cinnamon, Rhubarb Root, Italian Chinotto, Allspice Berry, and Anise.</p>",Ready To Drink,Unit,Sngl,,,,,,1,,,,,,,2.23,6.00,,0.327,,,Prime Wine & Spirits,Prime,,1,1,Default Tax,3,5,0,Default Tax,0,,
8f1af065-c08b-4f2d-8e32-49847207e96f,cerocero-hibiscus-lingonberry,5060640312371,,,,CeroCero Hibiscus & Lingonberry,"<p><span class=""a-list-item"">CeroCero Hibiscus &amp; Lingonberry is an enchanting mix of vibrant botanicals entwine with heady floral notes of hibiscus and tangy lingonberry for an exotic, citrus-bright taste that lingers long on the tongue. The water at the heart of this botanical fusion has percolated through the Cairngorm mountains for 50 years, adding a touch of pure wonder to every drop.</span></p>
<p><span class=""a-list-item"">These alcohol free spirits are lovingly handcrafted for a low calorie, low sugar, vegan, gluten-free, and Halal gin alternative. It is ideal for abstainers, moderators, and the sober curious. Elevate your non alcoholic drinks experience with new tales of taste. </span><span class=""a-list-item"">CeroCero is made for mixing. Start your own story by pouring a shot over ice and topping up with tonic for an exotically refreshing drink packed with flavor and personality. Stir your imagination. </span></p>",Botanical Spirit,,,,,,,,1,0,LB,0,0,0,IN,18.99,35.00,,1.906,,,CeroCero,Faire,,1,1,Default Tax,1,,,Default Tax,0,,
f53cba3e-97c9-4be6-b3e8-464cd2c7912c,cerocero-juniper-white-grapefruit-lemongrass,5060640312364,,,,"CeroCero Juniper, White Grapefruit, & Lemongrass","<p><span>Experience the award-winning taste of CeroCero Grapefruit, a premium handcrafted non-alcoholic gin that has earned 90 points at the prestigious San Francisco World Spirits Competition. This botanical fantasy is made with water that has naturally filtered through the Cairngorm mountains for over 50 years, lending each drop a unique purity. Refresh your palate with a beautifully balanced blend of bright grapefruit and aromatic Indian lemongrass layered over a classic juniper base. Light yet bursting with vibrant citrus flavor, this spirit is perfect for those seeking a sophisticated alcohol-free alternative. Low calorie, low sugar, vegan, gluten-free, and Halal certified, it’s crafted for moderators, abstainers, and the sober curious looking to elevate their mixology experience.</span></p>",Botanical Spirit,,,,,,,,1,0,LB,0,0,0,IN,18.99,35.00,,1.906,,,CeroCero,Faire,,1,1,Default Tax,5,,,Default Tax,0,,
64bafa63-1893-4f8f-a058-16fe09b3a216,champagne-stopper---black,196557175534,,,,Champagne Stopper - Black,"<p><span>Black Champagne Stopper. </span></p>
<p><span>This stopper is perfect for preserving the freshness and taste of your favorite champagne. With its sleek design, it adds a touch of sophistication to any celebration. </span></p>",Mixology Sets & Gifts,,,,,,,,1,,LB,,,,IN,3.5,10.00,,0.545,,,Core Home,Faire,,1,1,Default Tax,6,,,Default Tax,5,,
aba9efc3-6817-46c8-8975-9297d8e54d7f,champagne-stopper---gold,champagne-stopper---gold,,,,Champagne Stopper - Gold,"<p><span>Gold Champagne Stopper. </span></p>
<p><span>This stopper is perfect for preserving the freshness and taste of your favorite champagne. With its sleek design, it adds a touch of sophistication to any celebration. </span></p>",Mixology Sets & Gifts,,,,,,,,1,0,LB,0,0,0,IN,3.5,10.00,,0.545,,,Core Home,Faire,,1,1,Default Tax,0,,,Default Tax,0,,
c74cecc7-a810-4c3a-bf8b-6c1a145e8c8b,champagne-stopper---silver,champagne-stopper---silver,,,,Champagne Stopper - Silver,"<p><span>Silver Champagne Stopper. </span></p>
<p><span>This stopper is perfect for preserving the freshness and taste of your favorite champagne. With its sleek design, it adds a touch of sophistication to any celebration. </span></p>",Mixology Sets & Gifts,,,,,,,,1,0,LB,0,0,0,IN,3.5,10.00,,0.545,,,Core Home,Faire,,1,1,Default Tax,2,,,Default Tax,0,,
3148af68-b2de-4ba7-8a59-7b0e8ae02e17,chateau-del-ish-sparkling-rose,M954737,,,,Château Del Ish Sparkling Rosé,"<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Product Details:</strong> Château del ISH Sparkling Rosé opens with soft notes of ripe plum, strawberry, and raspberry. Sophisticated, bright and expressive, this pink-hued sparkling delivers a vibrant profile carried by clean acidity that keeps it crisp and refreshing. Ideal for baby showers, sunlit terrace moments, and gatherings with loved ones.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>How it Tastes:</strong> Our blend of Merlot and Pinot Noir grapes presents a balanced, dry sparkling wine with soft notes of ripe plum, strawberry, and raspberry. As it touches the palate, it delivers a clean, vibrant acidity that keeps it crisp and refreshing—sophisticated without being too sweet.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Ingredients:</strong> Dealcoholized wine, rectified concentrated grape must, carbon dioxide, preservative: sulfites.</p>",Non-Alcoholic & Dealcoholized Wine / Sparkling Rose,,,,,,,,1,,LB,,,,IN,16.76,25.00,,1.361,,,Savannah Distribution,Savannah,,1,1,Default Tax,1,5,0,Default Tax,0,,
702b55ed-127b-449f-ad79-12842bfcb9b2,chateau-del-ish-sparkling-white-750ml,6760754,,,,Château Del Ish Sparkling White,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Château del ISH Sparkling White features a honey aroma with hints of citrus, green apple, pear, and peach. Ideal for lunch, cocktails, or meals, it's always a good time to enjoy bubbly. This blend of Pinot Blanc and Silvaner grapes offers a tart, refreshing taste with vibrant acidity..<br /><br /><strong>How it Tastes:</strong><br />Our blend of Pinot Blanc and Silvaner grapes presents a demi-sec, medium sweet drink with a prominent honey aroma and flavors of citrus, green apple, pear, and peach. As it touches the palate, it transitions to a delightful, invigorating acidity, offering a refreshing sensation.<br /><br /><strong>Ingredients:</strong><br />Wine with alcohol removed, grape must, concentrated grape must that has been corrected, carbon dioxide, and sulfite preservative.</p>",Non-Alcoholic & Dealcoholized Wine / Sparkling White,,,,,,,,1,,LB,,,,IN,16.41,25.00,,1.361,,,Savannah Distribution,Savannah,,1,1,Default Tax,7,5,0,Default Tax,0,,
4a5ae08f-1b4a-44cd-a65f-18c4a24fdaac,cheeky-lime-juice-4oz,850032957076,,,,Cheeky Lime Juice,"<p class="""" data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []""><strong>Product Details:</strong><br />Cheeky Lime Juice is crafted from freshly squeezed limes, delivering a zesty and tangy flavor that adds brightness to cocktails, mocktails, and culinary creations.<br /><br /><strong>How it Tastes:</strong><br />Cheeky Lime Juice boasts a bold and tangy flavor, with the refreshing zestiness of freshly squeezed limes. It adds a lively citrus kick to any beverage or dish it's used in.<br /><br /><strong>Ingredients:</strong><br />Freshly squeezed lime juice.</p>","Mixers, Bitters, & Syrups",,,,,,,,1,,LB,,,,IN,5.59,12.00,,0.653,,,Cheeky,Faire,,1,1,Default Tax,2,,,Default Tax,0,,
28b23ceb-3aba-41a9-b2b6-e6b6c8de38c0,cipriani-bellini-bottle,850048276086,,,,Cipriani Bellini,"<p data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []"">The Cipriani Virgin Bellini presents a reimagined rendition of the famed cocktail. Available in convenient 6.09 oz bottles, packaged in sets of 4, this delightful beverage is perfect for enjoying on its own or as an essential element in creative mixology.</p>
<p data-rte-preserve-empty=""true"">Honoring the house's tradition of quality, the Cipriani Virgin Bellini embodies an excellent blend of flavors reminiscent of the classic Bellini, providing a sophisticated alcohol-free experience. Its base consists of high-quality ingredients, combining white peach purèe with mineral water to deliver a unique and refreshing taste.</p>","Mixers, Bitters, & Syrups",Unit,4pk,,,,,,1,0,,0,0,0,,17.88,25.00,,1.361,,,Cipriani,Faire,,1,1,Default Tax,19,,,Default Tax,9,,
76e42916-42ed-4c12-990f-5dd2f281cd8f,cipriani-bellini-bottle,850048276079,,,,Cipriani Bellini,"<p data-rte-preserve-empty=""true"" data-pm-slice=""1 1 []"">The Cipriani Virgin Bellini presents a reimagined rendition of the famed cocktail. Available in convenient 6.09 oz bottles, packaged in sets of 4, this delightful beverage is perfect for enjoying on its own or as an essential element in creative mixology.</p>
<p data-rte-preserve-empty=""true"">Honoring the house's tradition of quality, the Cipriani Virgin Bellini embodies an excellent blend of flavors reminiscent of the classic Bellini, providing a sophisticated alcohol-free experience. Its base consists of high-quality ingredients, combining white peach purèe with mineral water to deliver a unique and refreshing taste.</p>","Mixers, Bitters, & Syrups",Unit,Single,,,,,,1,,,,,,,5,7.00,,0.381,,,Cipriani,Faire,,1,1,Default Tax,2,,,Default Tax,0,,
29a49668-9421-4013-a792-02318c2167dc,clear-coupe-glasses-set-of-2,clear-coupe-glass-single,,,,Clear Coupe Glass - SINGLE,,Glassware & Pieces,,,,,,,,1,,LB,,,,IN,15,15.00,,0.817,,,,Faire,,1,1,Default Tax,1,,,Default Tax,0,,
b3c15c04-6a62-49ae-b013-c6e6729d84f4,olive-cocktail-time-napkins,olive-cocktail-time-napkins,,,,Cocktail Napkins - Cocktail Time Olives,"<p><span>Set the clock for happy hour with our Cocktail Time linen napkins. Featuring a vintage-inspired clock face garnished with playful olives, these napkins are a nod to the timeless art of the cocktail. Crafted from crisp linen, they bring a touch of charm and a dash of whimsy to every pour — whether you’re hosting a soirée or savoring a quiet martini moment. Cheers to good timing and even better company! </span></p>
<p><span>Set of 4 100% Fine, European Linen</span></p>",Mixology Sets & Gifts,,,,,,,,1,0,LB,0,0,0,IN,20.38,38.00,,2.069,,,House of Gleason,Faire,,1,1,Default Tax,4,,,Default Tax,0,,
71f2860f-b30c-45df-b225-cbc52ce5b33f,house-of-gleason-vampire-lips-napkins,house-of-gleason-vampire-lips-napkins,,,,Cocktail Napkins - Vampire Lips,"<p><span>These cloth napkins are made to resemble vampire lips and fangs. Ideal for Halloween or whenever you want a bloody good time.  </span></p>
<p><span>Made from soft, durable 100% linen.   </span><span>Sold as a set of 4.  </span></p>
<p><span>Measures 7"" x 4"".</span></p>",Mixology Sets & Gifts,,,,,,,,1,,LB,,,,IN,19,35.00,,1.906,,,House of Gleason,Faire,,1,1,Default Tax,4,,,Default Tax,0,,
6c720984-ba8a-48ea-9e06-18fe8694ff58,cocktail-party-candles,728987044748,,,,Cocktail Olive Party Candles,"<h4>No need for a pity party.</h4>
<p><span>Olive your wishes will come true with Fred’s Cocktail Party candles. </span></p>
<p><span>These quirky candles are shaped like classic martini olives and mounted on wooden picks—perfect for shaking up any celebration. </span></p>
<p><span>Each of the six candles stands about 2"" tall and comes packed in a festive, gift-ready window box with metallic gold details.</span></p>",Mixology Sets & Gifts,,,,,,,,1,0,LB,0,0,0,IN,4.5,12.00,,0.653,,,Freds,Faire,,1,1,Default Tax,21,,,Default Tax,12,,
e2da474a-f088-4d8a-9c98-683f0fb30594,collective-project-10mg-blood-orange,collectivebloodorange,,,,"Collective Project Blood Orange, Yuzu, & Vanilla","<p>This juicy THC drink is made with real blood orange purée and bursts with bold citrus flavor! With a hint of creamy vanilla and a splash of bright yuzu to bring layers of zest and smoothness that make every sip a naturally refreshing escape. </p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (blood orange juice concentrate, cane sugar), Natural and Artificial Flavors, Citric acid, THC, Sodium benzoate, Potassium sorbate, Yuzu, Ascorbic acid</p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Blood_Orange_10mg_FFCLABO10-004_-_Complete_CoA.pdf?v=1768417842"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,4pk,,,,,,1,0,,0,0,0,,16.68,30.00,,1.634,,,Collective Project,Ultimate,,1,1,Default Tax,20,,,Default Tax,15,,
3c99223e-a46b-4393-8b25-2baae584041e,collective-project-10mg-blood-orange,collective-project---blood-orange-10mg,,,,"Collective Project Blood Orange, Yuzu, & Vanilla","<p>This juicy THC drink is made with real blood orange purée and bursts with bold citrus flavor! With a hint of creamy vanilla and a splash of bright yuzu to bring layers of zest and smoothness that make every sip a naturally refreshing escape. </p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (blood orange juice concentrate, cane sugar), Natural and Artificial Flavors, Citric acid, THC, Sodium benzoate, Potassium sorbate, Yuzu, Ascorbic acid</p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Blood_Orange_10mg_FFCLABO10-004_-_Complete_CoA.pdf?v=1768417842"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,Single,,,,,,1,,,,,,,4.17,9.00,,0.490,,,Collective Project,Ultimate,,1,1,Default Tax,4,,,Default Tax,0,,
37f75289-cb22-49be-bd9e-220c2f3e3d98,collective-project---mango-pineapple-10mg,collective-project---mango-pineapple-10mg,,,,"Collective Project Mango, Pineapple, & Coconut","<p>No fake flavors here! With real mango and golden pineapple, everything comes together with a dash of creamy coconut. It's a delicious island getaway in every can.</p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (mango puree, pineapple juice concentrate), Natural and Artificial Flavors, Citric acid, THC, Sodium benzoate, Potassium sorbate, Ascorbic acid.</p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Mango_Pineapple_10mg_FFCLAMP10-003_-_Complete_CoA.pdf?v=1767643845"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,4pk,,,,,,1,0,,0,0,0,,16.68,30.00,,1.634,,,Collective Project,Ultimate,,1,1,Default Tax,20,,,Default Tax,6,,
c53014d4-c2bc-4bf0-90d3-05e08f5934d4,collective-project---mango-pineapple-10mg,collective-project---mango-pineapple-10mg1,,,,"Collective Project Mango, Pineapple, & Coconut","<p>No fake flavors here! With real mango and golden pineapple, everything comes together with a dash of creamy coconut. It's a delicious island getaway in every can.</p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (mango puree, pineapple juice concentrate), Natural and Artificial Flavors, Citric acid, THC, Sodium benzoate, Potassium sorbate, Ascorbic acid.</p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Mango_Pineapple_10mg_FFCLAMP10-003_-_Complete_CoA.pdf?v=1767643845"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,Single,,,,,,1,,,,,,,4.17,9.00,,0.490,,,Collective Project,Ultimate,,1,1,Default Tax,0,,,Default Tax,2,,
75cc0c63-8ffc-4b5b-b816-b325edcc9db8,collective-project---raspberry-vanilla-10mg,collective-project---raspberry-vanilla-10mg,,,,Collective Project Raspberry & Vanilla,"<p>Ready for a bold yet balanced THC drink? Try this Collective Project seltzer with real raspberries that bring a tart pop balanced perfectly by luscious vanilla. It's a juicy-meets-creamy flavor combo that tastes just as fresh as it sounds.</p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (Raspberry Puree, Cane Sugar, Raspberry Juice Concentrate), Citric acid, Natural and Artificial flavors, THC, Sodium Benzoate, Potassium sorbate, Ascorbic acid<span> </span><strong> </strong></p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Raspberry_Vanilla_10mg_FFCLARV10-005_-_Complete_CoA.pdf?v=1768418402"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,4pk,,,,,,1,0,,0,0,0,,16.68,30.00,,1.634,,,Collective Project,Ultimate,,1,1,Default Tax,17,,,Default Tax,7,,
d83b4b07-5638-41cb-b72b-56c2c82803ed,collective-project---raspberry-vanilla-10mg,collective-project---raspberry-vanilla-10mg1,,,,Collective Project Raspberry & Vanilla,"<p>Ready for a bold yet balanced THC drink? Try this Collective Project seltzer with real raspberries that bring a tart pop balanced perfectly by luscious vanilla. It's a juicy-meets-creamy flavor combo that tastes just as fresh as it sounds.</p>
<ul>
<li>A soothing and relaxing buzz with no hangover</li>
<li>25% Real Fruit Juice</li>
<li>10mg THC</li>
</ul>
<p><strong>Ingredients:<span> </span></strong>Carbonated water, Sugars (Raspberry Puree, Cane Sugar, Raspberry Juice Concentrate), Citric acid, Natural and Artificial flavors, THC, Sodium Benzoate, Potassium sorbate, Ascorbic acid<span> </span><strong> </strong></p>
<p><a href=""https://cdn.shopify.com/s/files/1/0437/8594/5252/files/Collective_Arts_-_Raspberry_Vanilla_10mg_FFCLARV10-005_-_Complete_CoA.pdf?v=1768418402"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,Single,,,,,,1,,,,,,,4.17,9.00,,0.490,,,Collective Project,Ultimate,,1,1,Default Tax,4,,,Default Tax,3,,
4369a2fc-33bf-4955-884c-9349a7dba6e5,comma-citrus-berry-refresher,commacitrus4pk,,,,Comma Citrus Berry Refresher,"<p data-rte-preserve-empty=""true"" class=""preFade fadeIn"">A delightful, burst of flavor non-alcoholic beer packed with 2.5mg THC, 2.5mg CBD, and 250mg Crystallized Lion’s Mane. Tastes like the islands. Feels like a vibe.</p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><span>This is a delicious fruit-forward ale—refreshing, light in body, and full of flavor—with our Comma Stack lending an uplifting vibe to boot. Call it your seltzer replacement. Your tropical getaway. Your ticket to the swim-up bar from the comfort of your couch.</span></p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><a href=""https://enjoycomma.com/cdn/shop/files/Comma_NA_CitrusBerryRefresher_COA.pdf?v=1753885618""><span>Certificate of Analysis</span></a></p>",THC / THC Drinks,Size,4 pack,,,,,,1,,,,,,,13.34,25.00,,1.361,,,Comma,Airgoods,,1,1,Default Tax,1,,,Default Tax,0,,
2250b082-8f47-4b71-bbe7-cebfb0ceed58,comma-citrus-berry-refresher,comma-citrus-berry-refresher2,,,,Comma Citrus Berry Refresher,"<p data-rte-preserve-empty=""true"" class=""preFade fadeIn"">A delightful, burst of flavor non-alcoholic beer packed with 2.5mg THC, 2.5mg CBD, and 250mg Crystallized Lion’s Mane. Tastes like the islands. Feels like a vibe.</p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><span>This is a delicious fruit-forward ale—refreshing, light in body, and full of flavor—with our Comma Stack lending an uplifting vibe to boot. Call it your seltzer replacement. Your tropical getaway. Your ticket to the swim-up bar from the comfort of your couch.</span></p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><a href=""https://enjoycomma.com/cdn/shop/files/Comma_NA_CitrusBerryRefresher_COA.pdf?v=1753885618""><span>Certificate of Analysis</span></a></p>",THC / THC Drinks,Size,Single,,,,,,1,,,,,,,3.34,7.00,,0.381,,,Comma,Airgoods,,1,1,Default Tax,4,,,Default Tax,0,,
d63daf07-fc7a-495a-b5c0-1847b14143bc,comma-helles-session-25mg,comma-helles-session-25mg,,,,Comma Helles Session,"<p data-rte-preserve-empty=""true"" class=""preFade fadeIn"">A light, sessionable non-alcoholic beer packed with 2.5mg THC, 2.5mg CBD, and 250mg Crystallized Lion’s Mane. Tastes like a crushable day beer. Feels like a vibe.</p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><span>This is a crisp, crushable beer-drinkers lager—refreshing, light in body, and full of flavor—with our Comma Stack lending an uplifting vibe to boot. Call it your all day and all night beer. Your session beer. Your crack a 6-pack and watch the game cold one.</span></p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><a href=""https://cdn.shopify.com/s/files/1/0920/7303/4097/files/Comma_-_Helles_1260C.pdf?v=1757448373""><span>Certificate of Analysis</span></a></p>",THC / THC Drinks,Unit,4pk,,,,,,1,0,,0,0,0,,13.33,25.00,,1.361,,,Comma,Airgoods,,1,1,Default Tax,0,,,Default Tax,0,,
baf5197a-26c3-4976-816f-25db3d00112d,comma-helles-session-25mg,comma-helles-session,,,,Comma Helles Session,"<p data-rte-preserve-empty=""true"" class=""preFade fadeIn"">A light, sessionable non-alcoholic beer packed with 2.5mg THC, 2.5mg CBD, and 250mg Crystallized Lion’s Mane. Tastes like a crushable day beer. Feels like a vibe.</p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><span>This is a crisp, crushable beer-drinkers lager—refreshing, light in body, and full of flavor—with our Comma Stack lending an uplifting vibe to boot. Call it your all day and all night beer. Your session beer. Your crack a 6-pack and watch the game cold one.</span></p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><a href=""https://cdn.shopify.com/s/files/1/0920/7303/4097/files/Comma_-_Helles_1260C.pdf?v=1757448373""><span>Certificate of Analysis</span></a></p>",THC / THC Drinks,Unit,Single,,,,,,1,,,,,,,3.33,7.00,,0.381,,,Comma,Airgoods,,1,1,Default Tax,0,,,Default Tax,0,,
edadcd86-2ea7-4996-ad04-b9cebab4d9b8,comma-summer-pale-brew-25mg,860013990008,,,,Comma Summer Pale Brew,"<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><span>This is a classic pale ale—bright, citrusy, and clean—with just enough innovative, functional ingredients to take the edge off. Call it your weeknight wingman. Your adulting ace in the hole. Your secret weapon for hanging out without losing your footing.</span></p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn"">A crisp, refreshing non-alcoholic beer packed with 2.5mg THC, 2.5mg CBD, and 250mg Crystallized Lion’s Mane. Tastes like summer- feels like a vibe.</p>
<p data-rte-preserve-empty=""true"" class=""preFade fadeIn""><a href=""https://enjoycomma.com/cdn/shop/files/Comma_NA_Hoppy_1224_COA.pdf?v=1750255690"">Certificate of Analysis</a></p>",THC / THC Drinks,Unit,4pk,,,,,,1,0,,0,0,0,,13.34,25.00,,1.361,,,Comma,Airgoods,,1,1,Default Tax,0,,,Default Tax,0,,
